Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP Code,ZIP Plus4 Code,Station Phone,Status Code,Expected Date,Groups with Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Number,EV Level2 EVSE Number,EV DC Fast Number,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions French,Access Days Time French,BD Blends French,Groups with Access Code French,Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG_TotalCompressionCapacity,CNG_StorageCapacity,LNG_OnSiteRenewableSource,E85 Other Ethanol Blends,EV Pricing,EV Pricing French,LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG_VehicleClass,EV On-Site Renewable Source,Restricted Access,L1,L2,DCFC,L2DCFC,x,y
ELEC,"Walmart 2258 - Alexandria, VA",7910 Richmond Hwy.,,Alexandria,VA,22306,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.742521,-77.086696,"12/9/2021, 7:00 PM",149152,2021-12-10 01:33:45 UTC,,,,"11/13/2019, 7:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,3,4,-8581251.746,4684856.736
ELEC,Tysons West,1500 B Cornerside Blvd.,,Vienna,VA,22182,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.930184,-77.245534,"12/9/2021, 7:00 PM",149793,2021-12-10 01:33:45 UTC,,,,"12/6/2019, 7:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8598933.511,4711675.958
ELEC,CO LAB CHARGER STATION 1,2757 Hartland Rd,,Falls Church,VA,22043,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.877745,-77.222397,"12/9/2021, 7:00 PM",154787,2021-12-10 00:30:15 UTC,,,,"3/26/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,1,1,-8596357.912,4704174.691
ELEC,"Walmart 3077 (Haymarket, VA)",6530 Trading Square,,Haymarket,VA,20169,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.819204,-77.645886,"12/9/2021, 7:00 PM",155888,2021-12-10 01:33:45 UTC,,,,"4/29/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8643500.492,4695807.085
ELEC,"Spotsylvania Towne Center (Spotsylvania, VA)",137 Spotsylvania Mall Dr,,Fredericksburg,VA,22407,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.293961,-77.51235,"12/9/2021, 7:00 PM",163740,2021-12-10 01:33:45 UTC,,,,"6/30/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8628635.332,4621036.279
ELEC,Reston Office,2003 Edmund Halley Drive,,Reston,VA,20191,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.950829,-77.358475,"12/9/2021, 7:00 PM",164086,2021-12-10 01:33:45 UTC,,,,"7/8/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,3,3,-8611506.046,4714630.694
ELEC,"Target 1416 (Springfield, VA)",6600 Springfield Mall,,Springfield,VA,22150,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,38.775894,-77.172441,"12/9/2021, 7:00 PM",164537,2021-12-10 01:33:45 UTC,,,,"7/24/2020, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,3,4,-8590796.835,4689620.961
ELEC,"Sheetz 622 (Sterling, VA)",45550 Dulles Plz,,Sterling,VA,20166,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.97793,-77.425894,"12/9/2021, 7:00 PM",165516,2021-12-10 01:33:45 UTC,,,,"8/25/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8619011.094,4718510.727
ELEC,"Old Lee Hwy (Fairfax, VA)",3251 Old Lee Hwy,,Fairfax,VA,22030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.861694,-77.275739,"12/9/2021, 7:00 PM",165517,2021-12-10 01:33:45 UTC,,,,"8/25/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8602295.916,4701879.743
ELEC,"Walmart 2438 - Stafford, VA",217 Garrisonville Rd,,Stafford,VA,23602,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,38.472339,-77.416558,"12/9/2021, 7:00 PM",167503,2021-12-10 01:33:45 UTC,,,,"10/12/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,10,10,-8617971.816,4646368.045
ELEC,"Walmart 5969 - Chantilly, VA",4368 Chantilly Shopping Center Chantilly,,Chantilly,VA,20151,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.888474,-77.443861,"12/9/2021, 7:00 PM",167679,2021-12-10 01:33:45 UTC,,,,"10/21/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8621011.172,4705708.997
ELEC,"Sheetz 197 - Stephens City, VA",747 Fairfax Street,,Stephens City,VA,22655,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.082164,-78.217188,"12/9/2021, 7:00 PM",167891,2021-12-10 01:33:45 UTC,,,,"10/27/2020, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8707097.539,4733447.703
ELEC,"Walmart 2647 - Woodstock, VA",461 W. Reservoir Road,,Woodstock,VA,22664,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.869631,-78.529625,"12/9/2021, 7:00 PM",168490,2021-12-10 01:33:45 UTC,,,,"11/13/2020, 7:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8741877.867,4703014.499
ELEC,"Simon Leesburg Premium Outlets (Leesburg, VA)",241 FORT EVANS ROAD NE,,LEESBURG,VA,20176,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.109136,-77.538376,"12/9/2021, 7:00 PM",170321,2021-12-10 01:33:45 UTC,,,,"12/17/2020, 7:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8631532.533,4737316.447
ELEC,"BoA VA9-532 (Jermantown, VA)",11190 MAIN ST,,Fairfax,VA,22030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.85651,-77.331277,"12/9/2021, 7:00 PM",171423,2021-12-10 01:33:45 UTC,,,,"1/21/2021, 7:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8608478.378,4701138.653
ELEC,BULL RUN H-D DCFAST HOG,9321 Center St,,Manassas,VA,20110,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.750754,-77.481938,"12/9/2021, 7:00 PM",183062,2021-12-10 00:30:15 UTC,,,,"1/26/2021, 7:00 PM",,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,1,1,-8625249.884,4686031.847
ELEC,CHANTILLY KIA OURISMANDC,4105 Auto Park Cir,,Chantilly,VA,20151,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.90332,-77.45856,"12/9/2021, 7:00 PM",183479,2021-12-10 00:30:15 UTC,,,,"1/26/2021, 7:00 PM",,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,1,1,-8622647.457,4707832.438
ELEC,CHANTILLY KIA OURISMANDC2,4105 Auto Park Cir,,Chantilly,VA,20151,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.903633,-77.45892,"12/9/2021, 7:00 PM",183547,2021-12-10 00:30:15 UTC,,,,"1/28/2021, 7:00 PM",,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,1,1,-8622687.532,4707877.212
ELEC,"Target T1088 (Reston, VA)",12197 Sunset Hills Rd,,Reston,VA,20190,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.955241,-77.368991,"12/9/2021, 7:00 PM",190194,2021-12-10 01:33:45 UTC,,,,"5/26/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8612676.681,4715262.256
ELEC,"Tyson's Corner Center (McLean, VA)",8000 Tysons Corner Center,,McLean,VA,22102,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.916939,-77.220581,"12/9/2021, 7:00 PM",190384,2021-12-10 01:33:45 UTC,,,,"5/28/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8596155.756,4709780.771
ELEC,"Simon Potomac Mills (Woodbridge, VA)",2700 Potomac Mills Cir,,Woodbridge,VA,22192,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.645235,-77.298264,"12/9/2021, 7:00 PM",190762,2021-12-10 01:33:45 UTC,,,,"6/4/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8604803.388,4670981.183
ELEC,Ashburn Restaurant Park,44640 Waxpool Rd,,Ashburn,VA,20147,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.013872,-77.459996,"12/9/2021, 7:00 PM",192456,2021-12-10 01:28:21 UTC,,,,"7/3/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8622807.312,4723658.812
ELEC,Yorktowne Center,8130 Arlington Blvd,,Falls Church,VA,22042,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.866055,-77.22523,"12/9/2021, 7:00 PM",198185,2021-12-10 01:28:21 UTC,,,,"10/23/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8596673.28,4702503.221
ELEC,Sheetz #304,25224 Poland Rd,,Chantilly,VA,20152,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.9194482,-77.4982189,"12/9/2021, 7:00 PM",198441,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8627062.265,4710139.778
ELEC,Newgate Shopping Center,14100 Lee Hwy,,Centreville,VA,20120,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.839929,-77.432268,"12/9/2021, 7:00 PM",198566,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8619720.645,4698768.643
ELEC,Dulles Town Center,21076 Dulles Town Cir,,Sterling,VA,20166,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,39.0329,-77.422159,"12/9/2021, 7:00 PM",198570,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,2,3,-8618595.316,4726385.312
ELEC,The Fashion Centre at Pentagon City,1100 S Hayes St,,Arlington,VA,22202,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,38.861479,-77.06185,"12/9/2021, 7:00 PM",198572,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,2,3,-8578485.902,4701849.006
ELEC,Leesburg Corner Premium Outlets,241 Fort Evans Rd NE,,Leesburg,VA,20176,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,39.108181,-77.538666,"12/9/2021, 7:00 PM",198573,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,2,3,-8631564.816,4737179.44
ELEC,Stonebridge at Potomac Town Center,15201 Potomac Town Pl,,Woodbridge,VA,22191,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,38.62988,-77.2891,"12/9/2021, 7:00 PM",198579,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,2,3,-8603783.256,4668792.876
ELEC,Safeway Arlington #4007,3713 Lee Hwy,,Arlington,VA,22207,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8962649,-77.1055814,"12/9/2021, 7:00 PM",198597,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8583354.059,4706823.284
ELEC,Fairfax Junction,11001 Lee Hwy,,Fairfax,VA,22030,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8524966,-77.3248574,"12/9/2021, 7:00 PM",198602,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8607763.751,4700564.946
ELEC,Penrose Square,2501 9th Rd S,,Arlington,VA,22204,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8635,-77.08446,"12/9/2021, 7:00 PM",198632,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8581002.835,4702137.937
ELEC,Festival at Manchester Lakes,7005 Manchester Blvd,,Alexandria,VA,22310,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7655957,-77.154734,"12/9/2021, 7:00 PM",198648,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8588825.701,4688150.57
ELEC,Ashburn Village Shopping Center,44110 Ashburn Shopping Plz,,Ashburn,VA,20147,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,39.044952,-77.475057,"12/9/2021, 7:00 PM",198663,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,2,3,-8624483.894,4728112.608
ELEC,Westin Tysons Corner,7801 Leesburg Pike,,Falls Church,VA,22043,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.907968,-77.215879,"12/9/2021, 7:00 PM",198669,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8595632.331,4708497.339
ELEC,Market Common Clarendon,"1303 N. Fillmore St., Level 3",,Arlington,VA,22201,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.888344,-77.093081,"12/9/2021, 7:00 PM",198678,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8581962.521,4705690.405
ELEC,Kings Park Shopping Center,8970 Burke Lake Rd,,Springfield,VA,22151,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.80938,-77.25379,"12/9/2021, 7:00 PM",198686,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8599852.565,4694403.558
ELEC,Village Center at Dulles,2445 Centreville Rd,,Herndon,VA,20171,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.95025,-77.41004,"12/9/2021, 7:00 PM",198688,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8617246.235,4714547.815
ELEC,The Shops at Southgate,100 E Fairfax St,,Falls Church,VA,22046,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.88034,-77.17221,"12/9/2021, 7:00 PM",198883,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8590771.121,4704545.769
ELEC,Hilltop Village Center,7905 Hilltop Village Center Dr,,Alexandria,VA,22315,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.742896,-77.162922,"12/9/2021, 7:00 PM",198912,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8589737.185,4684910.258
ELEC,Annandale Shopping Center,7040 Columbia Pike,,Annandale,VA,22003,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.8342,-77.18924,"12/9/2021, 7:00 PM",198925,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8592666.892,4697949.895
ELEC,Tower Shopping Center,6801 Bland St,,Springfield,VA,22150,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.7808221,-77.1836754,"12/9/2021, 7:00 PM",198934,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8592047.443,4690324.67
ELEC,Old Keene Mill Shopping Center,8424 Old Keene Mill Rd,,Springfield,VA,22152,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7796073,-77.2369353,"12/9/2021, 7:00 PM",198935,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,4,4,-8597976.308,4690151.198
ELEC,Point 50,10334 Fairfax Blvd,,Fairfax,VA,22030,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.860838,-77.303935,"12/9/2021, 7:00 PM",198936,2021-12-10 01:28:21 UTC,,,,"10/24/2021, 8:00 PM",,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,0,2,2,-8605434.681,4701757.368
