Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP Code,ZIP Plus4 Code,Station Phone,Status Code,Expected Date,Groups with Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Number,EV Level2 EVSE Number,EV DC Fast Number,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions French,Access Days Time French,BD Blends French,Groups with Access Code French,Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG_TotalCompressionCapacity,CNG_StorageCapacity,LNG_OnSiteRenewableSource,E85 Other Ethanol Blends,EV Pricing,EV Pricing French,LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG_VehicleClass,EV On-Site Renewable Source,Restricted Access,L1,L2,DCFC,L2DCFC,x,y
ELEC,Stone's Cove Kitbar,2403 Centreville Rd,,Herndon,VA,20171,,703-434-3615,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.951695,-77.409238,"10/11/2021, 8:00 PM",40565,2021-10-12 12:58:36 UTC,P,,,"7/14/2011, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8617156.956855323,4714754.655853301
ELEC,Annapolis Friends Meeting,351 Dubois Ave,"Turn at Catholic Church on Bestgate, go to end. For more information, see http://aprs.org/AFM-environment.html",Annapolis,MD,21401,,410-293-6417,E,,Public,8am-10pm daily; for church members or those in need of a charge,,,,,4,2,,,Non-Networked,,200-9,39.001676,-76.525253,"9/9/2021, 8:00 PM",40689,2021-09-10 19:40:26 UTC,P,,,"8/9/2011, 8:00 PM",,,,,J1772 NEMA520,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,SOLAR,,4,2,0,2,-8518752.196786433,4721911.648042887
ELEC,CHARLES COUNTY INDIAN HEAD1,3225 Ruth B Swann Dr,,Indian Head,MD,20640,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.623533,-77.086898,"12/9/2021, 7:00 PM",41006,2021-12-10 00:30:15 UTC,,,,"8/14/2011, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8581274.232193016,4667888.475434944
ELEC,CHARLES COUNTY CRAIN CENTER1,12480 Crain Hwy,,Newburg,MD,20664,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.369101,-76.960389,"12/9/2021, 7:00 PM",41007,2021-12-10 00:30:15 UTC,,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8567191.314732252,4631699.425932974
ELEC,WOLF TRAP WOLF TRAP 1,1551 Trap Rd,,Vienna,VA,22182,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.936954,-77.266663,"12/9/2021, 7:00 PM",41299,2021-12-10 00:30:15 UTC,,,,"8/31/2011, 8:00 PM",,,,,J1772 NEMA515,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,-8601285.580455463,4712644.793293506
ELEC,Harrisonburg Electric Commission,89 W Bruce St,"Behind the HEC building, off S Liberty St",Harrisonburg,VA,22801,,540-434-5361,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,38.447533,-78.870744,"12/2/2020, 7:00 PM",41395,2021-03-11 23:22:17 UTC,T,,,"10/2/2011, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8779851.06056664,4642841.558719382
ELEC,Airlie Center,6809 Airlie Rd,Guest parking lot,Warrenton,VA,20187,,540-347-1300,E,,Public,24 hours daily; see front desk for access,,,,,,2,,,Non-Networked,,200-9,38.7566,-77.793511,"10/11/2021, 8:00 PM",41581,2021-10-12 12:58:36 UTC,P,,,"9/30/2011, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8659934.031540925,4686866.338379249
ELEC,IBEWLOCAL26JATC MANASSAS 1,7016 Infantry Ridge Rd,,Manassas,VA,20109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.803836,-77.516487,"12/9/2021, 7:00 PM",41773,2021-12-10 00:30:15 UTC,,,,"10/14/2011, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8629095.86092341,4693611.587652713
ELEC,McHenry Row - Harris Teeter,1801 Whetstone Way,McHenry Row and Key Hwy. Harris Teeter parking lot,Baltimore,MD,21230,,410-685-1109,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,39.26894,-76.5996,"9/9/2021, 8:00 PM",41989,2021-09-10 19:40:26 UTC,P,,,"11/14/2011, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,,0,2,0,2,-8527028.466968436,4760268.4624892995
ELEC,UM PTS GRAND,5 N Paca St,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.290036,-76.621894,"12/9/2021, 7:00 PM",43190,2021-12-10 00:30:15 UTC,,,,"1/14/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8529510.223696182,4763302.303586565
ELEC,UM PTS PEARL #3,622 W Fayette St,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.290764,-76.62439,"12/9/2021, 7:00 PM",43191,2021-12-10 00:30:15 UTC,,,,"1/14/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8529788.077145204,4763407.014452048
ELEC,UM PTS PRATT,646 West Pratt Street,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.28651,-76.624935,"12/9/2021, 7:00 PM",43195,2021-12-10 00:30:15 UTC,,,,"1/14/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8529848.74626768,4762795.161694013
ELEC,UM PTS PLAZA #1,500 West Redwood Street,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.28808,-76.622679,"12/9/2021, 7:00 PM",43196,2021-12-10 00:30:15 UTC,,,,"1/14/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8529597.609496452,4763020.970443875
ELEC,JBG SMITH STATION 2,2200 Clarendon Blvd,,Arlington,VA,22201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.890342,-77.085782,"12/9/2021, 7:00 PM",43290,2021-12-10 00:30:15 UTC,,,,"10/1/2015, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8581149.999641288,4705976.154960625
ELEC,JBG SMITH 2231 CRYSTAL DR,2231 Crystal Dr,,Arlington,VA,22202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.85424,-77.049408,"12/9/2021, 7:00 PM",43292,2021-12-10 00:30:15 UTC,,,,"10/1/2015, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8577100.864483174,4700814.157410972
ELEC,EVSP WALGREENS STORE 13012,6400 Hoadly Rd,,Manassas,VA,20112,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.672391,-77.396964,"12/9/2021, 7:00 PM",43390,2021-12-10 00:30:15 UTC,,,,"1/19/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8615790.621425327,4674852.447671719
ELEC,EVSP WALGREENS STORE 5623,3801 Liberty Heights Ave,,Baltimore,MD,21215,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.326834,-76.681801,"12/9/2021, 7:00 PM",43440,2021-12-10 00:30:15 UTC,,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8536179.040431136,4768596.456611052
ELEC,EVSP WALGREENS STORE 6396,8606 Philadelphia Rd,,Rosedale,MD,21237,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.334156,-76.495725,"12/9/2021, 7:00 PM",43444,2021-12-10 00:30:15 UTC,,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,1,0,1,-8515465.154862288,4769650.209890254
ELEC,One Parking,555 12th St NW,,Washington,DC,20004,,202-393-0649,E,,Public,Restricted to garage hours; pay lot; leave key,,,,,1,1,,,Non-Networked,,200-9,38.896703,-77.027621,"12/8/2021, 7:00 PM",43836,2021-12-09 15:02:43 UTC,P,,,"2/29/2012, 7:00 PM",,,,,J1772 NEMA515,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,1,1,0,1,-8574675.546737269,4706885.946069419
ELEC,WEST HALF 2 & 3 1400 JOYCE,1400 S Joyce St,,Arlington,VA,22202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.861644,-77.064159,"12/9/2021, 7:00 PM",45166,2021-12-10 00:30:15 UTC,,,,"10/1/2015, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,0,2,0,2,-8578742.938291868,4701872.595048122
ELEC,John Howard Nissan,1733 Mileground Rd,,Morgantown,WV,26505,,,E,,Public - Call ahead,Dealership business hours; contact 304-292-0171 for more information,,,,,,1,1,,Non-Networked,,GPS,39.644868,-79.9276,"6/8/2020, 8:00 PM",45657,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,1,2,-8897499.73232845,4814468.874902785
ELEC,Shirlie Slack Mitsubishi,3475 Jefferson Davis Hwy,,Fredericksburg,VA,22408,,540-898-0310,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.271867,-77.493368,"10/11/2021, 8:00 PM",45798,2021-10-12 12:58:36 UTC,P,,,"3/14/2012, 8:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8626522.265615761,4617903.011583187
ELEC,POTOMAC YARD NORTH STATION 4,2733 South Crystal Drive,,Arlington,VA,22202,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.849712,-77.050262,"12/9/2021, 7:00 PM",46386,2021-12-10 00:30:15 UTC,,,,"10/1/2015, 8:00 PM",,,,,J1772 NEMA515,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,-8577195.931328317,4700166.912190996
ELEC,POTOMAC YARD SOUTH STATION 4,2777 South Crystal Drive,,Arlington,VA,22202,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.848808,-77.050575,"12/9/2021, 7:00 PM",46387,2021-12-10 00:30:15 UTC,,,,"10/1/2015, 8:00 PM",,,,,J1772 NEMA515,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,-8577230.774328934,4700037.696789451
ELEC,Indian Head Naval Base,BSVE Bldg. 525 4145 Lloyd Road,,Indian Head,MD,20640,,855-885-9571,E,,Public,,,,,,2,2,,,OpConnect,http://www.opconnect.com/,GPS,38.597411,-77.178757,"12/9/2021, 7:00 PM",47183,2021-12-10 01:58:58 UTC,,,,"8/19/2020, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,2,0,2,-8591499.929297796,4664167.124195106
ELEC,Washington Navy Yard,1314 Harwood St.,,Washington,DC,20003,,855-885-9571,E,,Public,,,,,,4,4,,,OpConnect,http://www.opconnect.com/,GPS,38.874415,-76.992381,"12/9/2021, 7:00 PM",47194,2021-12-10 01:58:58 UTC,,,,"5/8/2012, 8:00 PM",,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,4,4,0,4,-8570752.647881703,4703698.530354619
ELEC,Pohanka Nissan of Fredericksburg,5200 Jefferson Davis Hwy,,Fredericksburg,VA,22408,,540-898-5200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,38.255149,-77.496844,"2/14/2021, 7:00 PM",47557,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,1,2,-8626909.21216576,4615532.7771048695
ELEC,Harrisonburg Nissan,2275 E Market St,,Harrisonburg,VA,22801,,540-564-1111,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.422471,-78.838899,"6/8/2020, 8:00 PM",47559,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8776306.091382323,4639279.9095516205
ELEC,Leckner Nissan,1 Coachman Cir,,Stafford,VA,22554,,540-628-2500,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,38.468791,-77.400162,"6/8/2020, 8:00 PM",47573,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,2,1,3,-8616146.621156884,4645863.577677406
ELEC,Valley Nissan of Staunton,297 Lee Jackson Hwy,,Staunton,VA,24401,,540-886-3465,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,38.117862,-79.068162,"6/8/2020, 8:00 PM",47575,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8801827.531800063,4596089.166298866
ELEC,Cowles Nissan,14777 Jefferson Davis Hwy,,Woodbridge,VA,22191,,,E,,Public - Call ahead,Dealership business hours; contact 703-497-3000 for more information,,,,,,3,1,,Non-Networked,,GPS,38.62956,-77.274272,"6/8/2020, 8:00 PM",47579,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,3,1,4,-8602132.610460913,4668747.276849732
ELEC,Antwerpen Nissan,1701 Woodlawn Dr,,Baltimore,MD,21207,,410-298-4400,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.312935,-76.734569,"6/8/2020, 8:00 PM",47684,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8542053.147321317,4766596.470940016
ELEC,Bob Bell Nissan,7900 Eastern Ave,,Baltimore,MD,21224,,410-288-2500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.296284,-76.509019,"6/8/2020, 8:00 PM",47686,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8516945.036172897,4764201.011383355
ELEC,Nissan of Bowie,2200 Crain Hwy,,Bowie,MD,20716,,301-867-6150,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,38.919138,-76.718428,"6/8/2020, 8:00 PM",47688,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,1,2,-8540256.339420417,4710095.394748621
ELEC,Antwerpen Nissan,12451 Auto Dr,,Clarksville,MD,21029,,410-531-5703,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.21254,-76.944457,"6/8/2020, 8:00 PM",47690,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8565417.772604931,4752161.9921280965
ELEC,Darcars Nissan - College Park,9330 Baltimore Ave,,College Park,MD,20740,,301-441-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,39.008053,-76.929772,"6/8/2020, 8:00 PM",47692,2021-03-11 23:22:17 UTC,P,,,"1/30/2012, 7:00 PM",,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,0,1,0,1,-8563783.045882633,4722825.161386162
